,Return_20d(%),Industry,Industry_Mean(%),Pure_Alpha(%)
L,-5.839683090942549,Financials,-0.4419704595967222,-5.397712631345827
KR,-4.141242922456556,Consumer Staples,1.3626325749521067,-5.5038754974086626
NVDA,11.348024871570628,Information Technology,16.887206417366862,-5.539181545796234
BAC,-5.998120037050114,Financials,-0.4419704595967222,-5.556149577453392
GE,-7.097486579943002,Industrials,-1.4464699020042764,-5.651016677938726
J,-7.124635138407109,Industrials,-1.4464699020042764,-5.678165236402833
CHD,-4.501199076007079,Consumer Staples,1.3626325749521067,-5.8638316509591855
AVGO,10.945951155364986,Information Technology,16.887206417366862,-5.941255262001876
PYPL,-6.431108652627016,Financials,-0.4419704595967222,-5.989138193030294
ISRG,-8.591244926065645,Health Care,-2.594343498529162,-5.996901427536484
SHW,-6.76258907249343,Materials,-0.75091411325385,-6.01167495923958
GDDY,10.753906722283402,Information Technology,16.887206417366862,-6.13329969508346
VST,-10.21528320747802,Utilities,-4.010055050096472,-6.205228157381548
ITW,-7.882463439436982,Industrials,-1.4464699020042764,-6.435993537432706
MTB,-6.906714483214471,Financials,-0.4419704595967222,-6.464744023617749
CCL,-13.157893162284918,Consumer Discretionary,-6.423873874030917,-6.734019288254
TAP,-5.680255499092324,Consumer Staples,1.3626325749521067,-7.042888074044431
TDG,-8.637337767826136,Industrials,-1.4464699020042764,-7.190867865821859
FISV,-7.66096170572681,Financials,-0.4419704595967222,-7.218991246130088
KEYS,9.63354802270635,Information Technology,16.887206417366862,-7.253658394660512
MLM,-8.035828063148742,Materials,-0.75091411325385,-7.284913949894892
HSIC,-9.922275046008611,Health Care,-2.594343498529162,-7.32793154747945
SYF,-7.834048535894745,Financials,-0.4419704595967222,-7.392078076298023
PTC,9.23308055385126,Information Technology,16.887206417366862,-7.654125863515603
TPL,-4.376518197641666,Energy,3.2996634898349293,-7.6761816874765945
ECL,-8.512429826219758,Materials,-0.75091411325385,-7.761515712965909
NVR,-14.256597391622872,Consumer Discretionary,-6.423873874030917,-7.832723517591955
FICO,9.020827137593779,Information Technology,16.887206417366862,-7.866379279773083
AJG,-8.355690825340123,Financials,-0.4419704595967222,-7.9137203657434005
FE,-11.973632436349979,Utilities,-4.010055050096472,-7.963577386253506
WY,-5.447943277085021,Real Estate,2.520137369146247,-7.968080646231268
DPZ,-14.487909072715189,Consumer Discretionary,-6.423873874030917,-8.064035198684271
TPR,-14.50254545778189,Consumer Discretionary,-6.423873874030917,-8.078671583750973
ALGN,-10.677351757012065,Health Care,-2.594343498529162,-8.083008258482904
ODFL,-9.74288277325459,Industrials,-1.4464699020042764,-8.296412871250315
COF,-8.834567205178335,Financials,-0.4419704595967222,-8.392596745581612
META,-9.044662378816891,Communication Services,-0.5371745239801173,-8.507487854836775
EFX,-9.987660703055102,Industrials,-1.4464699020042764,-8.541190801050826
BALL,-9.502440571417758,Materials,-0.75091411325385,-8.751526458163907
SCHW,-9.281247261408454,Financials,-0.4419704595967222,-8.839276801811732
OTIS,-10.384621153059538,Industrials,-1.4464699020042764,-8.938151251055261
WFC,-9.417745999209027,Financials,-0.4419704595967222,-8.975775539612304
MOS,-9.920634699323704,Materials,-0.75091411325385,-9.169720586069854
AMAT,7.612979982308388,Information Technology,16.887206417366862,-9.274226435058473
INTU,7.505452479686414,Information Technology,16.887206417366862,-9.381753937680447
PCAR,-10.93039866946961,Industrials,-1.4464699020042764,-9.483928767465335
FIS,-10.23840234175969,Financials,-0.4419704595967222,-9.796431882162967
ALLE,-11.263771648315535,Industrials,-1.4464699020042764,-9.817301746311259
RMD,-12.453940536428876,Health Care,-2.594343498529162,-9.859597037899714
POOL,-16.299660278784057,Consumer Discretionary,-6.423873874030917,-9.87578640475314
PH,-11.5782570258253,Industrials,-1.4464699020042764,-10.131787123821024
TMO,-12.814379347374594,Health Care,-2.594343498529162,-10.220035848845432
HUBB,-11.702284863992574,Industrials,-1.4464699020042764,-10.255814961988298
IP,-11.165850379935073,Materials,-0.75091411325385,-10.414936266681222
VRSN,6.2010937152598755,Information Technology,16.887206417366862,-10.686112702106985
CMCSA,-11.496086613964017,Communication Services,-0.5371745239801173,-10.958912089983901
RTX,-12.75577901908579,Industrials,-1.4464699020042764,-11.309309117081513
HCA,-14.087755080433762,Health Care,-2.594343498529162,-11.493411581904601
MDT,-14.378126876342257,Health Care,-2.594343498529162,-11.783783377813096
AOS,-13.36049698184868,Industrials,-1.4464699020042764,-11.914027079844404
LRCX,4.801580851079801,Information Technology,16.887206417366862,-12.08562556628706
CAH,-14.701089226968222,Health Care,-2.594343498529162,-12.10674572843906
ERIE,-12.624780964215043,Financials,-0.4419704595967222,-12.18281050461832
ZBH,-15.21963875147626,Health Care,-2.594343498529162,-12.6252952529471
DLTR,-11.269495805159192,Consumer Staples,1.3626325749521067,-12.632128380111299
ADSK,4.149350698764298,Information Technology,16.887206417366862,-12.737855718602564
MKC,-11.448338600395635,Consumer Staples,1.3626325749521067,-12.810971175347742
WTW,-13.266085279743923,Financials,-0.4419704595967222,-12.8241148201472
XYL,-14.298935980167105,Industrials,-1.4464699020042764,-12.852466078162829
LHX,-14.35200785512647,Industrials,-1.4464699020042764,-12.905537953122193
MSFT,3.92511606632433,Information Technology,16.887206417366862,-12.962090351042532
BSX,-15.590725181006848,Health Care,-2.594343498529162,-12.996381682477686
DHR,-15.658831885575598,Health Care,-2.594343498529162,-13.064488387046437
MCK,-15.710078508336656,Health Care,-2.594343498529162,-13.115735009807494
ADBE,3.557184143650627,Information Technology,16.887206417366862,-13.330022273716235
WDAY,3.474462242912524,Information Technology,16.887206417366862,-13.412744174454339
STZ,-12.346042608359742,Consumer Staples,1.3626325749521067,-13.708675183311849
NOW,3.024261022450103,Information Technology,16.887206417366862,-13.862945394916759
LMT,-15.343867398087873,Industrials,-1.4464699020042764,-13.897397496083597
SYK,-16.68786874229958,Health Care,-2.594343498529162,-14.09352524377042
IT,2.723002945938857,Information Technology,16.887206417366862,-14.164203471428005
GEHC,-16.834069911698467,Health Care,-2.594343498529162,-14.239726413169306
COO,-16.869154766224735,Health Care,-2.594343498529162,-14.274811267695574
ABT,-16.94244396342237,Health Care,-2.594343498529162,-14.348100464893209
CLX,-13.016188626907077,Consumer Staples,1.3626325749521067,-14.378821201859184
DG,-13.169997894723407,Consumer Staples,1.3626325749521067,-14.532630469675514
CRM,2.276580007503348,Information Technology,16.887206417366862,-14.610626409863514
BRO,-15.593377121857099,Financials,-0.4419704595967222,-15.151406662260376
TECH,-17.771904644013503,Health Care,-2.594343498529162,-15.177561145484342
BLDR,-16.84515961968288,Industrials,-1.4464699020042764,-15.398689717678606
COR,-18.324475222139636,Health Care,-2.594343498529162,-15.730131723610475
PNR,-17.18000683103339,Industrials,-1.4464699020042764,-15.733536929029112
CSGP,-13.430849579784699,Real Estate,2.520137369146247,-15.950986948930947
LULU,-22.37546937876589,Consumer Discretionary,-6.423873874030917,-15.951595504734971
IR,-17.408288103629843,Industrials,-1.4464699020042764,-15.961818201625567
LDOS,-17.727475112501445,Industrials,-1.4464699020042764,-16.281005210497167
NFLX,-17.119871945621966,Communication Services,-0.5371745239801173,-16.58269742164185
NCLH,-23.02038647278334,Consumer Discretionary,-6.423873874030917,-16.596512598752422
NRG,-20.72193054360372,Utilities,-4.010055050096472,-16.711875493507247
PLTR,0.14001654066264635,Information Technology,16.887206417366862,-16.747189876704216
HII,-18.50176917159654,Industrials,-1.4464699020042764,-17.05529926959226
MTD,-19.957808203123363,Health Care,-2.594343498529162,-17.3634647045942
NOC,-18.952998451977653,Industrials,-1.4464699020042764,-17.506528549973375
KLAC,-0.8073901099741376,Information Technology,16.887206417366862,-17.694596527340998
PODD,-21.092857631314075,Health Care,-2.594343498529162,-18.498514132784912
TYL,-2.3176449000298582,Information Technology,16.887206417366862,-19.20485131739672
TDY,-3.167128725748969,Information Technology,16.887206417366862,-20.054335143115832
TER,-4.04366457399462,Information Technology,16.887206417366862,-20.93087099136148
IBM,-7.1880508382897945,Information Technology,16.887206417366862,-24.075257255656656
ROP,-7.395193671102573,Information Technology,16.887206417366862,-24.282400088469437
ANET,-8.586506473593602,Information Technology,16.887206417366862,-25.473712890960464
TSCO,-31.91914858533792,Consumer Discretionary,-6.423873874030917,-25.495274711307
ACN,-9.20838326885799,Information Technology,16.887206417366862,-26.09558968622485
MSI,-9.927144896991036,Information Technology,16.887206417366862,-26.8143513143579
TEL,-11.735901080173827,Information Technology,16.887206417366862,-28.623107497540687
TRMB,-13.26116858552452,Information Technology,16.887206417366862,-30.14837500289138
CHTR,-31.293781334064196,Communication Services,-0.5371745239801173,-30.75660681008408
APH,-14.692037583899232,Information Technology,16.887206417366862,-31.579244001266094
ZTS,-36.824909589346866,Health Care,-2.594343498529162,-34.2305660908177
CTSH,-19.037308679020683,Information Technology,16.887206417366862,-35.924515096387545
CDW,-21.86249934143373,Information Technology,16.887206417366862,-38.74970575880059
EPAM,-24.727261578583416,Information Technology,16.887206417366862,-41.61446799595028
